Repeat.New,Species,Metal.Band,Color.bands,TempMarker,Date,Time,Age,HA,Sex,HS,Wing,Weight,Location,Bander,Fat,CP,BP,Ectos,Wear,Net.Location,Comments,Tarsus,Exp.Culmen,Culmen.Nares,Culmen.Width,Culmen.Depth,Tail,Hg.Blood.ID,Hg.Tail.ID,Hg.Secondaries.ID,ToanailID,individual
1,NBTO,390,NA,NA,2/5/2005,1550,1,1,0,NA,47,7,PALO,ECM,5,NA,NA,1,1,R3,CR blood 05-048,17.9,15.4,12.86,4.02,3.19,35.5,NA,NA,NBTO _ 390,,
1,NBTO,393,NA,NA,2/5/2005,1040,1,1,0,NA,47,6.6,PALO,JLB,0,NA,NA,4,1,R5,CR blood 05-046,17.92,15.64,12.64,4.04,2.57,35,NA,NA,NBTO _ 393,,
1,OVEN,222095737,NA,NA,2/5/2005,1440,5,1,0,NA,73.5,20.9,PALO,EGG,5,NA,NA,1,1,AN3,NA,25.13,12.41,9.34,4.28,4.25,51.5,NA,NA,OVEN _ 222095737,,
1,RTSO,1895,NA,NA,2/5/2005,1930,1,1,0,NA,87,31.6,PALO,EGG,1,NA,NA,4,1,R4,NA,26.24,928,6.71,4.6,3.98,81.5,NA,NA,RTSO _ 1895,,
1,RTSO,135192357,NA,NA,2/5/2005,1350,6,NA,0,NA,89,25.3,PALO,JLB,1,NA,NA,4,1,AS4,NA,24.85,9.87,7.01,4.49,3.47,92,NA,NA,RTSO _ 135192357,,
2,RTSO,135192358,NA,NA,2/5/2005,940,6,NA,0,NA,86,29.5,PALO,JLB,1,NA,NA,4,1,AS2,NA,25.14,10.26,7.8,4.17,3.68,90.5,NA,NA,RTSO _ 135192358,,
1,SSHA,831,NA,NA,2/5/2005,1430,1,13,4,4,151,84.2,PALO,JLB,5,NA,NA,1,1,AN3,CR blood 05-047; red eye,51.75,16.37,9.51,6.57,7.71,114,NA,NA,SSHA _ 831,,
1,BITH,157106235,PUPU/PUX,NA,2/5/2005,830,2,1T,5,NA,88,23.2,PALO,CCR,0,9,9,4,1,net AN1,"passive cap, coll DNA and Hg blood, R5, pectoral=0, 05-045",32.63,13.58,9.42,4.4,3.83,59,NA,NA,BITH _ 157106235,,
2,BCPT,1059,WW/DBX,NA,2/6/2005,1730,6,1,0,0,90,34.5,PALO,ECM,1,NA,NA,NA,NA,AN3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BCPT _ 1059,,
1,BCPT,1060,PIPI/RX,NA,2/6/2005,920,6,1,0,0,93,28.9,PALO,ECM,5,NA,NA,4,1,AN4,CR blood 05-050,29.45,19.49,15.51,6.89,6.09,70,NA,NA,BCPT _ 1060,,
1,BTBW,222095738,NA,NA,2/6/2005,1730,5,1,5,1,64,9.4,PALO,MDM,NA,NA,NA,NA,1,AN3,NA,20.59,8.94,7.15,3.63,3.01,52,NA,NA,BTBW _ 222095738,,
1,GABU,1897,NA,NA,2/6/2005,1930,1,1,4,1,78,26.3,PALO,MDM,NA,NA,NA,4,2,BS3,NA,25.05,12.43,10.13,9.18,11.03,67,NA,NA,GABU _ 1897,,
1,GAEL,301,NA,NA,2/6/2005,1310,1,1,0,NA,68,13,PALO,ECM,1,NA,NA,1,1,R1,NA,221.4,9.2,7.6,4.02,3.32,65,NA,NA,GAEL _ 301,,
2,HIPE,213,NA,NA,2/6/2005,830,6,NA,0,NA,74.5,10.7,PALO,JLB,0,NA,NA,4,1,R4,NA,16.7,11.32,10.18,6.54,4.03,66,NA,NA,HIPE _ 213,,
1,WFQD,NA,NA,R1,2/6/2005,830,1,1,0,NA,155,190,PALO,JLB,1,NA,NA,4,1,AN1,NA,41.91,14.18,7.16,2.99,4.94,96,NA,NA,WFQD _ Session 14 R1,,
1,HITR,836,NA,NA,2/6/2005,1930,1,1,5,1,144,77.2,PALO,CCR,0,NA,NA,1,1,BS4,NA,23.61,15.69,10.9,8.06,9.21,165,NA,NA,HITR _ 836,,
1,HIWO,833,NA,NA,2/6/2005,1310,1,1,5,1,129,75.5,PALO,MDM,0,NA,NA,4,2,AN3,CR blood 05-051,30.13,26.48,23.39,8.38,7.11,95,NA,NA,HIWO _ 833,,
1,HIWO,834,NA,NA,2/6/2005,1320,1,1,5,1,132.5,75.8,PALO,EGG,5,NA,NA,4,1,CS0,"molt on head, neck",27.7,27.59,22.44,6.91,6.55,110.5,NA,NA,HIWO _ 834,,
2,NBTO,329,NA,NA,2/6/2005,1930,6,NA,0,NA,48,7.1,PALO,MDM,2,NA,NA,1,1,AS3,NA,NA,16.14,13.08,4.33,3.17,37,NA,NA,NBTO _ 329,,
2,NBTO,390,NA,NA,2/6/2005,1420,1,1,0,NA,46,6.9,PALO,EGG,1,NA,NA,1,1,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBTO _ 390,,
1,OVEN,217161709,NA,NA,2/6/2005,1930,6,1,0,NA,79,22,PALO,EGG,5,NA,NA,4,1,CS3,NA,25.53,11.27,8.55,3.74,4.09,55,NA,NA,OVEN _ 217161709,,
1,OVEN,217161708,NA,NA,2/6/2005,850,6,1,0,NA,77.5,19.5,PALO,EGG,5,NA,NA,4,1,AN1,NA,25.19,12.86,9.2,4.76,4.1,53.5,NA,NA,OVEN _ 217161708,,
1,RTSO,1896,NA,NA,2/6/2005,930,1,1,0,NA,87,38.2,PALO,MDM,1,NA,NA,4,1,BS1,NA,25.37,10.43,7.3,5.49,3.78,82.5,NA,NA,RTSO _ 1896,,
1,WCHT,832,NA,NA,2/6/2005,840,1,1,0,NA,85,40.4,PALO,MDM,1,NA,NA,4,1,BS1,CR blood 05-049,33.1,20.18,14.29,4.59,6.96,94,NA,NA,WCHT _ 832,,
1,BCPT,1062,LGR/WX,NA,2/7/2005,850,6,1,0,0,91.5,28.9,PALO,ECM,5,NA,NA,4,1,CS4,NA,28.04,17.79,15.22,6.35,6.81,71.5,NA,NA,BCPT _ 1062,,
2,GABU,1862,NA,NA,2/7/2005,2010,6,NA,5,1,73,22.3,PUVI,MDM,5,NA,NA,4,1,19,NA,23.53,10.76,7.75,6.67,8.14,63,NA,NA,GABU _ 1862,,
1,GTGT,307,NA,NA,2/7/2005,1050,6,13,0,NA,62,13.6,PALO,JLB,0,NA,NA,4,1,CS1,NA,24.6,12.52,9.58,3.3,3.85,61,NA,NA,GTGT _ 307,,
1,GTGT,308,LBLB/WX,NA,2/7/2005,2020,5,13,0,NA,59.5,13.9,PUVI,JLB,1,NA,NA,4,1,17,NA,24.69,13.5,9.66,3.26,3.71,63.5,NA,NA,GTGT _ 308,,
1,HIEM,NA,NA,R1,2/7/2005,1930,1,1,5,1,59,3.7,PUVI,JLB,0,NA,NA,1,1,57,NA,NA,19,15.19,2.24,1.7,40,NA,NA,HIEM _ Session 14 R1,,
1,HIEM,NA,NA,L2,2/7/2005,1100,1,1,4,1,63,4.3,PALO,JLB,0,NA,NA,1,1,AN4,NA,NA,18.01,15.4,2.16,1.87,NA,NA,NA,HIEM _ Session 14 L2,,
1,HIEM,NA,NA,L3,2/7/2005,1100,1,1,5,1,56,4,PALO,MDM,0,NA,NA,1,1,AN1,NA,NA,17.25,15.18,2.1,1.86,36,NA,NA,HIEM _ Session 14 L3,,
1,HISP,1898,NA,NA,2/7/2005,1050,1,1,4,1,84,24.7,PALO,MDM,5,NA,NA,4,1,BN1,NA,22.93,8.26,6.53,5.68,5.24,65,NA,NA,HISP _ 1898,,
2,HISP,135192343,RLB/YX,NA,2/7/2005,2010,6,NA,5,1,81,26.9,PUVI,JLB,0,NA,NA,4,1,19,NA,23.76,9.68,6.59,4.65,5.3,64,NA,NA,HISP _ 135192343,,
1,OVEN,217161711,NA,NA,2/7/2005,850,6,1,0,NA,77,18,PALO,MDM,0,NA,NA,4,1,CS4,NA,24.96,11.01,9.11,3.63,4.18,53,NA,NA,OVEN _ 217161711,,
1,OVEN,217161710,NA,NA,2/7/2005,840,6,1,0,NA,73,NA,PALO,MDM,5,NA,NA,4,1,CS4,NA,23.73,10.21,8.25,3.95,4.11,52,NA,NA,OVEN _ 217161710,,
1,RTSO,1699,NA,NA,2/7/2005,2020,1,1,0,NA,79,29.1,PUVI,EGG,5,NA,NA,4,2,13,NA,24.33,9.47,7.62,4.67,3.78,87.5,NA,NA,RTSO _ 1699,,
1,WCHT,1063,NA,NA,2/7/2005,1730,1,1,0,NA,93,55.5,PUVI,JLB,0,NA,NA,4,1,57,CR blood 05-054,38.4,20.44,15.39,4.35,6.41,106,NA,NA,WCHT _ 1063,,
2,BITH,135192367,WY/PIX,NA,2/7/2005,850,1,9T,4,9,93,25.8,PALO,CCR,5,9,9,1,1,irreg C5 +200,NA,30.57,12.72,8.66,4.28,3.77,70,NA,NA,BITH _ 135192367,,
2,BITH,135192375,NA,NA,2/7/2005,930,1,9T,4,9,94.5,26.3,PALO,CCR,5,9,9,1,1,irreg Elbow net,killed later by rat,33.65,13.24,8.52,4.72,3.83,67.5,NA,NA,BITH _ 135192375,,
2,BITH,147146061,NA,NA,2/7/2005,1930,1,9,4,9,93.5,28.7,PUVI,JMT,5,9,9,1,1,net 12,NA,35.14,12.85,9.05,4.11,4.01,71.5,NA,NA,BITH _ 147146061,,
1,BCPT,1064,DBDB/LGX,NA,2/8/2005,740,5,1,0,0,85,29,PUVI,ECM,1,NA,NA,4,1,33,NA,27.63,18.29,15.09,6.36,6.75,70.5,NA,NA,BCPT _ 1064,,
1,BCPT,1065,DBW/WX,NA,2/8/2005,750,5,1,0,0,90,37.4,PUVI,ECM,1,NA,NA,4,2,33,NA,28.16,19.85,15.71,6.85,7.81,73,NA,NA,BCPT _ 1065,,
1,BCPT,1066,NA,NA,2/8/2005,850,5,1,0,0,85,27,PUVI,MDM,5,NA,NA,4,1,35,NA,26.65,18.44,15.02,5.41,6.34,73,NA,NA,BCPT _ 1066,,
1,BCPT,1067,PIPI/DBX,NA,2/8/2005,900,6,1,0,0,95,33.6,PUVI,MDM,5,NA,NA,4,1,38,NA,30.61,18.4,14.81,6.38,7.21,76,NA,NA,BCPT _ 1067,,
1,BCPT,1068,DBPI/PIX,NA,2/8/2005,1930,5,1,0,0,86,33.8,PUVI,ECM,1,NA,NA,4,1,35,NA,28.06,19.9,15.9,7,6.16,70.5,NA,NA,BCPT _ 1068,,
1,BTBW,222095739,NA,NA,2/8/2005,920,5,1,5,1,62,8.1,PUVI,EGG,5,NA,NA,1,1,53,NA,21.3,8.69,7.09,3.51,2.99,47.5,NA,NA,BTBW _ 222095739,,
1,BTBW,222095740,NA,NA,2/8/2005,1240,6,1,5,1,63,NA,PUVI,MDM,5,NA,NA,4,1,39,NA,21.28,9.03,7.49,3.19,2.56,48,NA,NA,BTBW _ 222095740,,
1,BTBW,222095741,NA,NA,2/8/2005,1800,5,1,5,1,62,8.8,PUVI,MDM,5,NA,NA,1,1,39,depredated remains found near Caseta 2 on 22 Feb 05,21.39,10.54,7.12,3.11,2.72,50,NA,NA,BTBW _ 222095741,,
1,GABU,1700,NA,NA,2/8/2005,910,5,1,0,NA,70,21.4,PUVI,ECM,5,NA,NA,4,1,31,NA,22.78,12,10.45,8.5,9.58,62,NA,NA,GABU _ 1700,,
1,GABU,1702,NA,NA,2/8/2005,1040,5,1,0,NA,70,21.5,PUVI,CCR,5,NA,NA,1,2,19,NA,23.39,12.9,9.37,8.06,9.36,61.5,NA,NA,GABU _ 1702,,
1,GABU,1703,NA,NA,2/8/2005,1800,5,1,0,NA,73,22.7,PUVI,ECM,1,NA,NA,4,1,37,NA,25.13,12.12,9.55,8.64,9.49,66,NA,NA,GABU _ 1703,,
1,GABU,1704,NA,NA,2/8/2005,1940,5,1,5,1,72,20.5,PUVI,EGG,1,NA,NA,4,2,17,NA,22.4,10.16,9.75,6.58,8.49,64.5,NA,NA,GABU _ 1704,,
1,GABU,1705,NA,NA,2/8/2005,1940,1,1,0,NA,69,20.7,PUVI,JLB,1,NA,NA,1,2,57,NA,22.79,12.92,9.27,7.3,9.58,60,NA,NA,GABU _ 1705,,
1,GABU,1899,NA,NA,2/8/2005,820,1,1,0,NA,69.5,20.3,PUVI,JLB,1,NA,NA,4,2,11,NA,23.82,11.65,8.4,7.39,8.76,59,NA,NA,GABU _ 1899,,
1,GTGT,309,LBLB/RX,NA,2/8/2005,820,6,13,0,NA,60,13.9,PUVI,JLB,0,NA,NA,4,1,17,NA,25.2,13,9.73,3.81,4.59,61,NA,NA,GTGT _ 309,,
2,GTGT,309,LBLB/RX,NA,2/8/2005,1940,6,13,0,NA,60,14.9,PUVI,MDM,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,GTGT _ 309,,
1,GTGT,310,LBLB/OX,NA,2/8/2005,840,5,13,0,NA,59.5,13,PUVI,CCR,NA,NA,NA,NA,NA,17,NA,24.59,13.82,9.18,3.83,4.07,63,NA,NA,GTGT _ 310,,
1,GTGT,312,LBLB/OX,NA,2/8/2005,1110,6,13,0,NA,60.5,12.4,PUVI,JLB,0,NA,NA,4,1,58,NA,24.53,12.7,9.7,3.6,4.5,59.5,NA,NA,GTGT _ 312,,
1,GTGT,313,LBLB/YX,NA,2/8/2005,1620,6,13,0,NA,65,16.9,PUVI,MDM,1,NA,NA,4,1,34,NA,25.5,11.35,10.75,4.01,5.11,62,NA,NA,GTGT _ 313,,
1,GTGT,314,LBLB/PIX,NA,2/8/2005,1950,5,13,0,NA,64,15.6,PUVI,MDM,1,NA,NA,4,1,12,NA,25.42,12.65,10.24,3.74,4.03,62,NA,NA,GTGT _ 314,,
2,GTGT,840,RX/DBW,NA,2/8/2005,950,6,13,0,NA,68,15,PUVI,MDM,5,NA,NA,1,1,13,NA,24.95,12.1,10.66,3.73,4.03,55,NA,NA,GTGT _ 840,,
1,HIEM,NA,NA,R1,2/8/2005,1930,1,1,5,1,50.5,NA,PUVI,JLB,0,NA,NA,1,1,37,NA,9.59,19.85,17.28,2.14,1.5,38.5,NA,NA,HIEM _ Session 14 R1,,
1,HIPE,311,NA,NA,2/8/2005,920,1,1,0,NA,73,12.1,PUVI,MDM,5,NA,NA,4,1,35,NA,16.84,12.25,10.44,6.41,3.67,65,NA,NA,HIPE _ 311,,
1,HIWO,209,NA,NA,2/8/2005,1330,1,1,4,1,130,88.4,PUVI,MDM,5,NA,NA,4,1,51,NA,29.9,31.54,26.6,7.87,6.57,91,NA,NA,HIWO _ 209,,
1,HIWO,839,NA,NA,2/8/2005,1340,1,1,5,1,129,77.2,PUVI,JLB,5,NA,NA,4,2,51,NA,27.52,25.6,21.43,6.67,7.25,94,NA,NA,HIWO _ 839,,
1,LATH,837,NA,NA,2/8/2005,710,1,1,0,NA,124,74.8,PUVI,MDM,5,NA,NA,4,1,3B.25,NA,52.87,22.8,17.82,7.23,8.59,99,NA,NA,LATH _ 837,,
1,LATH,840,LBY/RX,NA,2/8/2005,2000,1,1,0,NA,126,97.4,PUVI,JLB,5,NA,NA,4,1,18,NA,50.51,22.52,16.03,7.32,8.11,106,NA,NA,LATH _ 840,,
2,LATH,2028,NA,NA,2/8/2005,800,6,NA,0,NA,123,92.2,PUVI,JLB,5,NA,NA,4,1,59A,NA,50.48,22.81,16.82,6.61,8.2,100,NA,NA,LATH _ 2028,,
2,NBTO,311,NA,NA,2/8/2005,1530,1,1,0,NA,46,6.5,PUVI,JLB,5,NA,NA,4,1,59,NA,16.58,15.69,11.97,4.15,2.76,37,NA,NA,NBTO _ 311,,
2,NBTO,317,PI-BKPI/X,NA,2/8/2005,2020,6,NA,4,NA,47,6.6,PUVI,AKT,NA,NA,NA,NA,NA,1EN,"Died before release, male by testes",17.87,NA,NA,4.15,2.69,39,NA,NA,NBTO _ 317,,
1,NBTO,501,X/DGLG,NA,2/8/2005,1530,1,1,0,NA,46,6.4,PUVI,ECM,NA,NA,NA,1,1,55,CR blood 05-058,16.44,16.16,11.96,4.01,2.68,36.5,NA,NA,NBTO _ 501,,
1,NBTO,502,LGO/X,NA,2/8/2005,1710,1,1,0,NA,46.5,7.4,PUVI,JLB,1,NA,NA,1,1,56,NA,17.63,16.69,13.3,4.48,2.86,37.5,NA,NA,NBTO _ 502,,
1,NBTO,631,X/PIY,NA,2/8/2005,2020,6,NA,0,NA,47.5,7.3,PUVI,AKT,NA,NA,NA,NA,NA,19,NA,17.76,12.92,NA,4.17,2.87,38,NA,NA,NBTO _ 631,,
1,NBTO,734,LBO/X,NA,2/8/2005,2020,1,1,0,NA,46.5,7,PUVI,AKT,1,NA,NA,1,1,18,NA,17.48,15.5,13.17,4.27,3,38.5,NA,NA,NBTO _ 734,,
2,NBTO,NA,PI/LG,NA,2/8/2005,1330,6,NA,0,NA,45.5,6.1,PUVI,CCR,5,NA,NA,1,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBTO _ PI/LG,,
1,OVEN,222095742,NA,NA,2/8/2005,1920,1,1,0,NA,72,19.8,PUVI,MDM,5,NA,NA,4,1,38,NA,25.45,10.79,8.49,3.66,3.74,51,NA,NA,OVEN _ 222095742,,
1,OVEN,217161717,NA,NA,2/8/2005,1030,5,1,0,NA,76,19.6,PUVI,EGG,5,NA,NA,4,1,13,NA,23.66,11.37,7.11,3.96,4.09,54.5,NA,NA,OVEN _ 217161717,,
1,OVEN,217161716,NA,NA,2/8/2005,830,6,1,0,NA,75,18.7,PUVI,JLB,0,NA,NA,4,1,15,NA,25.66,11.83,8.69,3.76,4.1,53,NA,NA,OVEN _ 217161716,,
1,OVEN,217161715,NA,NA,2/8/2005,820,5,1,0,NA,72.5,17.7,PUVI,ECM,5,NA,NA,4,1,33,NA,24.75,11.9,9.4,4.28,4.43,50,NA,NA,OVEN _ 217161715,,
1,OVEN,217161714,NA,NA,2/8/2005,820,6,1,0,NA,72.5,NA,PUVI,EGG,5,NA,NA,4,1,59B,NA,24.32,12.42,9.28,3.73,4.17,50,NA,NA,OVEN _ 217161714,,
1,OVEN,217161713,NA,NA,2/8/2005,800,1,1,0,NA,75,19.8,PUVI,MDM,5,NA,NA,4,1,59D,NA,25.22,10.44,8.62,3.51,4.14,53,NA,NA,OVEN _ 217161713,,
1,OVEN,217161712,NA,NA,2/8/2005,740,6,1,0,NA,73,18.5,PUVI,MDM,1,NA,NA,4,1,3B.25,NA,24.43,11.55,10.63,3.67,4.19,59,NA,NA,OVEN _ 217161712,,
2,OVEN,217161712,NA,NA,2/8/2005,1130,6,1,0,NA,73,19.4,PUVI,MDM,1,NA,NA,4,1,35,same day,NA,NA,NA,NA,NA,NA,NA,NA,OVEN _ 217161712,,
1,RTSO,1701,NA,NA,2/8/2005,1000,1,1,0,NA,81,NA,PUVI,JLB,0,NA,NA,4,2,12,NA,25.88,9.4,6.19,4.29,3.2,79,NA,NA,RTSO _ 1701,,
1,RTSO,1900,NA,NA,2/8/2005,920,1,1,0,NA,88.5,28.5,PUVI,EGG,0,NA,NA,4,1,52,NA,25.23,9.89,7.3,4.9,3.79,85.5,NA,NA,RTSO _ 1900,,
1,SSHA,838,NA,NA,2/8/2005,900,5,3,4,4,150.5,80.4,PUVI,JLB,5,NA,NA,1,2,31,NA,51.64,16.13,8.95,6.16,8.2,122,NA,NA,SSHA _ 838,,
2,WCHT,2044,YLB/DBX,NA,2/8/2005,1600,6,NA,0,NA,93,55.8,PUVI,CCR,5,NA,NA,4,3,18,Hg blood; CR blood 05-059,36.55,20.57,16.22,4.24,6.15,105.5,DR05.1,NA,WCHT _ 2044,,
1,BAWW,222095744,NA,NA,2/9/2005,1330,1,1,5,1,65.5,9.6,PUVI,CCR,5,NA,NA,4,1,NA,NA,18.68,12.47,9.5,2.91,3.26,NA,NA,NA,BAWW _ 222095744,,
2,BCPT,1016,RO/LBX,NA,2/9/2005,1220,6,19,0,0,95,43.9,PUVI,MDM,1,NA,NA,4,1,14,NA,29.87,17.67,14.29,6.39,7.45,75,NA,NA,BCPT _ 1016,,
1,BCPT,1069,DBDB/DBX,NA,2/9/2005,830,6,1,0,0,93.5,33.4,PUVI,ECM,5,NA,NA,4,1,39,NA,30.18,19.48,15.85,6.48,7.8,77,NA,NA,BCPT _ 1069,,
1,BCPT,1709,DBDB/RX,NA,2/9/2005,1720,6,1,0,0,94.5,32.2,PUVI,JLB,1,NA,NA,4,1,57,NA,19.22,17.9,14.52,6.4,7.08,71,NA,NA,BCPT _ 1709,,
2,BTBW,222095632,NA,NA,2/9/2005,850,6,19,5,1,60.5,8.8,PUVI,ECM,5,NA,NA,4,1,31,original capture not entered in database??,20.61,9.65,7.35,3.68,3.14,48.5,NA,NA,BTBW _ 222095632,,
2,BTBW,222095740,NA,NA,2/9/2005,1300,6,1,5,1,64,8.5,PUVI,MDM,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,BTBW _ 222095740,,
1,BTBW,222095743,NA,NA,2/9/2005,1130,6,1,5,1,64,8.2,PUVI,MDM,1,NA,NA,4,1,59,NA,21.5,8.57,7.19,3.23,2.85,49,NA,NA,BTBW _ 222095743,,
1,GABU,1708,NA,NA,2/9/2005,1830,5,13,0,NA,66.5,21.1,PUVI,ECM,1,NA,NA,1,2,59,NA,23.52,11.29,9.6,8.66,9.24,58,NA,NA,GABU _ 1708,,
1,GTGT,315,LBLB/LBX,NA,2/9/2005,810,6,13,0,NA,61,13.7,PUVI,MDM,1,NA,NA,4,1,39,NA,16.28,12.64,10.02,3.86,4.89,59,NA,NA,GTGT _ 315,,
1,GTGT,316,LBLB/LGX,NA,2/9/2005,940,6,13,0,NA,64,14.2,PUVI,MDM,1,NA,NA,4,1,37,NA,24.72,12.48,10.51,3.64,4.1,60,NA,NA,GTGT _ 316,,
1,GTGT,317,LBLB/BKX,NA,2/9/2005,1240,6,13,0,NA,76,13.3,PUVI,MDM,1,NA,NA,1,1,52,NA,24.75,12.44,10,3.52,4.1,66,NA,NA,GTGT _ 317,,
1,GTGT,318,PIPI/RX,NA,2/9/2005,1500,6,13,0,NA,68,16.2,PUVI,EGG,5,NA,NA,4,1,39,NA,25.62,13.03,9.7,3.86,4.07,70.5,NA,NA,GTGT _ 318,,
2,GTGT,811,DBPI/RX,NA,2/9/2005,1500,6,19,4,NA,69,16.4,PUVI,MDM,1,NA,NA,4,1,39,NA,24.63,12.39,10.03,3.96,4.04,65,NA,NA,GTGT _ 811,,
4,GTGT,NA,NA,NA,2/9/2005,800,6,1,3,NA,60.5,14.6,PUVI,CCR,1,NA,NA,4,2,52,Died in bag,24.74,12.77,9.21,3.66,4.16,61,NA,NA,NA,,
1,HIEM,NA,NA,R2,2/9/2005,840,1,1,4,1,62,4.4,PUVI,JLB,5,NA,NA,4,1,59C,NA,7.99,17.39,16.27,2.48,1.89,47,NA,NA,HIEM _ Session 14 R2,,
2,HIPE,311,NA,NA,2/9/2005,1140,1,1,0,NA,71,10.8,PUVI,MDM,5,NA,NA,4,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,HIPE _ 311,,
1,HIPK,NA,NA,R1,2/9/2005,800,1,1,0,NA,165,150,PUVI,JLB,NA,NA,NA,4,2,59,NA,21.86,25.23,24.34,17.52,29.34,140,NA,NA,HIPK _ Session 14 R1,,
1,HISP,1707,NA,NA,2/9/2005,1140,6,1,4,1,86.5,27.6,PUVI,ECM,1,NA,NA,4,1,18,NA,24.12,10.35,6.9,6.8,5.82,72,NA,NA,HISP _ 1707,,
1,LATH,841,YY/WX,NA,2/9/2005,830,1,1,0,NA,119.5,84.2,PUVI,EGG,1,NA,NA,4,1,59B,NA,49.34,21.77,16.59,7.01,7.8,88,NA,NA,LATH _ 841,,
2,NBTO,354,X/PI-BK,NA,2/9/2005,1340,6,NA,0,NA,47,6.9,PUVI,ECM,1,NA,NA,1,1,59B,NA,18.27,15,12.1,4.26,2.9,36,NA,NA,NBTO _ 354,,
1,NBTO,1735,LG-LB/X,NA,2/9/2005,850,1,1,0,NA,44.5,6,PUVI,AKT,5,NA,NA,4,1,39,NA,16.47,15.8,12.03,4.03,2.74,36,NA,NA,NBTO _ 1735,,
1,NBTO,1736,X/R-LG,NA,2/9/2005,1300,1,1,0,NA,47,6.8,PUVI,AKT,5,NA,NA,4,1,35,NA,16.49,16.76,13.8,4.33,2.85,39,NA,NA,NBTO _ 1736,,
1,NBTO,1737,LG-PI/X,NA,2/9/2005,1830,1,1,0,NA,49,6.9,PUVI,AKT,5,NA,NA,4,1,33,NA,17.74,15.85,13.36,4.33,2.9,40.5,NA,NA,NBTO _ 1737,,
1,OVEN,217161720,NA,NA,2/9/2005,1940,6,1,0,NA,75.5,19.4,PUVI,EGG,5,NA,NA,1,1,13,NA,24.03,12.04,9.51,3.19,4.98,52,NA,NA,OVEN _ 217161720,,
1,OVEN,217161719,NA,NA,2/9/2005,1140,6,1,0,NA,73,20.2,PUVI,JLB,5,NA,NA,4,1,19,NA,24.91,10.65,8.58,3.94,4.21,52,NA,NA,OVEN _ 217161719,,
1,OVEN,217161718,NA,NA,2/9/2005,830,6,1,0,NA,73.5,18.3,PUVI,CCR,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,52.5,NA,NA,OVEN _ 217161718,,
2,OVEN,217161393,NA,NA,2/9/2005,810,6,19,0,NA,74.5,19.3,PUVI,ECM,5,NA,NA,4,1,37,NA,25.2,12.54,10.02,3.96,4.17,52.5,NA,NA,OVEN _ 217161393,,
2,OVEN,217161387,NA,NA,2/9/2005,1930,6,19,0,NA,72,19.4,PUVI,EGG,5,NA,NA,1,1,57,NA,24.63,11.99,9.23,3.58,3.99,47,NA,NA,OVEN _ 217161387,,
2,OVEN,217161306,NA,NA,2/9/2005,1240,6,19,0,NA,77.5,20,PUVI,CCR,5,NA,NA,4,1,35,died in net (orig. banded 10 Nov 1998),24.98,11.52,8.21,3.67,4.25,54.5,NA,NA,OVEN _ 217161306,,
1,RTSO,1706,NA,NA,2/9/2005,740,1,1,0,NA,89,27.2,PUVI,MDM,1,NA,NA,4,1,17,NA,26.71,10.03,7.99,4.31,3.66,83,NA,NA,RTSO _ 1706,,
2,WCHT,2001,RW/LGX,NA,2/9/2005,1350,6,NA,0,NA,83,40.7,PUVI,JLB,2,NA,NA,4,1,59A,NA,33.56,19.65,15.14,4.19,7,96,NA,NA,WCHT _ 2001,,
1,HHTA,319,PIPI/RX,NA,2/9/2005,1940,1,1,0,NA,63,13.8,PUVI,MDM,1,NA,NA,4,1,34,CR blood 05-064,23.57,11.59,NA,4.49,4.79,60,NA,NA,HHTA _ 319,,
2,HHTA,842,ODB/DBX,NA,2/9/2005,1720,6,1,0,NA,65,12.9,PUVI,CCR,1,NA,NA,4,1,17,CR blood 05-063,22.41,11.38,8.9,4.22,4.76,66,NA,NA,HHTA _ 842,,
2,BITH,147146081,LBPU/PIX,NA,2/9/2005,730,1,T,5,9,90.5,27.4,PUVI,ECM,5,9,9,1,1,net 3-2,"Tail regrown, collected.",32.95,12.08,9.7,5.09,4.16,64,NA,NA,BITH _ 147146081,,
1,BCPT,1070,NA,NA,2/10/2005,920,6,1,0,0,96,36.5,PUVI,MDM,5,NA,NA,4,1,55,Hg blood DR05.2,30.86,17.65,14.94,6.34,6.96,76,DR05.2,NA,BCPT _ 1070,,
2,BTBW,222095739,NA,NA,2/10/2005,1040,5,1,5,1,62,7.9,PUVI,MDM,1,NA,NA,4,1,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,BTBW _ 222095739,,
1,BTBW,222095745,NA,NA,2/10/2005,1040,6,1,4,1,64.5,8.9,PUVI,JLB,0,NA,NA,4,1,52,NA,20.79,9.06,7.11,3,2.8,49.5,NA,NA,BTBW _ 222095745,,
1,GABU,1711,NA,NA,2/10/2005,1050,6,1,4,1,76,28.7,PUVI,MDM,1,NA,NA,4,1,NA,NA,26.52,12.13,10.69,10.21,12.9,65,NA,NA,GABU _ 1711,,
